"tenure","n.adults","n.children","premium","len.at.res","ni.age","year","claim.ind","ni.marital.status","ni.gender","sales.channel","coverage.type","dwelling.type","credit","house.color","zip.code","cancel","id"
21,2,0,834.1939223,7,42,-2,"0","0","M","Broker","C","House","high","blue","5",0,306
14,3,0,976.310081,17,44,-2,"0","0","F","Broker","C","Tenant","medium","yellow","5",0,307
17,2,0,806.0746027,16,45,-2,"0","0","F","Broker","B","House","high","white","1",0,308
9,4,2,1103.747521,19,57,-2,"0","1","F","Broker","A","House","medium","red","8",0,309
3,1,0,915.9739602,13,31,-2,"0","0","F","Phone","C","Tenant","high","blue","9",1,310
20,3,4,899.2624354,16,57,-2,"0","1","M","Broker","B","House","high","white","8",0,311
12,1,4,929.2994446,14,48,-2,"0","1","M","Phone","C","House","medium","white","8",0,312
17,1,2,1021.390286,19,55,-2,"0","1","F","Phone","C","House","medium","white","8",0,313
5,2,1,902.8243354,15,25,-2,"0","1","F","Broker","A","Tenant","medium","red","2",0,314
11,3,0,927.421645,23,43,-2,"0","0","M","Phone","A","House","high","red","9",1,315
20,1,1,928.0594911,13,49,-2,"0","1","M","Broker","C","House","high","blue","8",0,316
4,1,5,915.2069806,15,32,-2,"1","1","F","Broker","C","House","low","white","5",0,317
16,3,0,868.6048906,11,64,-2,"0","1","M","Phone","C","Condo","high","blue","1",0,318
10,4,0,1031.408717,17,46,-2,"0","0","M","Broker","C","Tenant","high","blue","8",0,319
23,3,1,884.0213799,18,59,-2,"0","1","M","Broker","A","House","high","blue","5",0,320
2,2,1,852.2419868,11,20,-2,"0","1","F","Online","C","House","low","white","5",1,321
8,2,0,804.9239459,13,26,-2,"0","0","F","Broker","C","Condo","medium","blue","8",0,322
13,2,0,977.510423,15,40,-2,"0","1","M","Broker","C","House","high","red","9",0,323
12,3,5,1088.371188,17,48,-2,"0","1","M","Phone","A","House","medium","white","5",0,324
5,1,0,790.5373502,9,23,-2,"0","0","F","Online",NA,"Condo","high","blue","2",0,325
11,3,1,843.7105395,18,52,-2,"0","1","M","Phone","B","House","low","blue","8",0,326
15,3,8,886.8419493,15,52,-2,"0","1","M","Broker","C","House","high","white","5",0,327
13,3,1,836.6677866,12,40,-2,"0","1","M","Broker","C","House","high","white","8",0,328
16,5,4,972.9050422,28,51,-2,"0","1","F","Broker","C","House","medium","white","8",0,329
16,1,6,1005.880285,15,50,-2,"0","1","M","Online","A","Tenant","high","yellow","1",1,330
5,1,4,910.1078505,17,30,-2,"1","1","M","Broker","B","House","low","white","8",1,331
12,1,5,906.4688115,11,61,-2,"0","1","M","Phone","C","House","low","white","8",0,332
13,4,0,893.0087881,12,43,-2,"1","0","M","Phone","C","House","high","white","1",0,333
14,2,1,935.7575163,17,64,-2,"0","1","M","Broker","A","Tenant","high","blue","1",0,334
12,2,0,776.1652736,14,39,-2,"0","1","M","Broker","A","House","high","blue","8",0,335
13,4,0,780.3746876,14,37,-2,"0","0","M","Broker","A","Condo","high","blue","8",0,336
23,2,7,1016.705268,20,70,-2,"0","1","F","Broker","B","Condo","high","blue","8",0,337
23,3,2,919.5740656,24,47,-2,"1","1","F","Phone","C","Tenant","medium","white","8",1,338
9,1,4,871.1870314,19,73,-2,"1","1","F","Broker","A","House","high","white","8",0,339
17,1,0,807.6188639,14,42,-2,"0","0","F","Phone","B","Condo","high","red","2",0,340
9,1,0,829.7821154,14,39,-2,"0","0","M","Broker","A","House","low","white","8",0,341
11,2,2,824.9398179,13,48,-2,"0","1","M","Broker","A","Tenant","low","blue","5",1,342
9,2,1,935.017186,19,56,-2,"0","1","M","Broker","C","House","high","blue","5",0,343
4,4,0,905.2270258,11,30,-2,"0","0","F","Phone","C","Tenant","medium","blue","5",1,344
6,1,2,887.3519765,16,24,-2,"0","0","M","Online","C","Condo","high",NA,"5",1,345
15,3,5,982.865282,19,47,-2,"0","1","F","Broker","A","House","high","white","8",0,346
2,2,1,975.8025172,11,36,-2,"0","1","F","Broker","C","House","high","red","5",0,347
3,1,0,814.995416,25,33,-2,"1","1","F","Online","C","Condo","high","white","8",1,348
16,2,0,934.2503896,19,40,-2,"0","0","M","Broker","C","House","high","white","1",0,349
12,1,0,871.362707,13,49,-2,"0","0","M","Phone","B","House","high","blue","1",0,350
3,2,5,934.2144689,11,34,-2,"0","1","M","Online","B","House","high","white","9",0,351
8,1,3,856.3193583,11,38,-2,"1","1","F","Phone","C","Condo","medium","red","5",0,352
13,2,0,947.9698764,14,44,-2,"0","1","M","Broker","C","Tenant","low","white","8",1,353
18,2,1,976.2758097,12,63,-2,"0","1","M","Broker","A","House","high","yellow","8",1,354
15,3,6,995.172096,17,60,-2,"0","1","F","Broker","A","House","high","white","5",0,355
6,6,1,923.4077469,13,35,-2,"0","0","M","Broker","B","Condo","high","white","5",0,356
18,2,2,895.3838252,15,50,-2,"0","1","M","Broker","A","House","high","blue","5",0,357
5,4,0,1001.533167,18,30,-2,"0","1","F","Online","A","House","high","white","8",0,358
8,1,1,840.7287561,13,35,-2,"0","0","M","Broker","A","House","medium","white","9",0,359
19,4,3,901.137915,16,62,-2,"0","1","M","Broker","B","House","medium","blue","1",0,360
16,2,0,809.3471819,11,48,-2,"0","1","F","Broker","A","House","high","blue","8",0,361
6,5,1,773.1947665,7,30,-2,"0","1","M","Broker","A","Tenant","high","blue","9",0,362
4,1,0,762.0248035,8,35,-2,"0","1","F","Broker","C","House","high","white","1",0,363
15,1,2,739.7807374,13,48,-2,"0","1","F","Broker","C","House","high","blue","5",0,364
13,4,1,819.8335784,15,49,-2,"0","1","M","Broker","A","Tenant","high","yellow","5",0,365
2,2,0,879.4109917,15,35,-2,"0","0","M","Online","A","Condo","high","red","2",0,366
6,1,0,910.3628888,12,35,-2,"1","0","F","Broker","C","Tenant","high","blue","8",1,367
14,2,0,835.7507815,20,49,-2,"0","0","M","Online","A","Tenant","low","yellow","8",0,368
5,1,0,746.5727647,18,35,-2,"0","0","F","Phone","C","Tenant","medium","white","5",1,369
10,2,8,906.7903464,7,38,-2,"0","1","F","Broker","B","House","high","white","1",1,370
16,1,0,752.6165448,20,44,-2,"0","1","F","Online","A","Tenant","low","red","8",0,371
5,1,1,907.5945057,16,31,-2,"0","1","M","Phone","C","Tenant","high","red","8",0,372
19,3,6,1032.16852,18,57,-2,"0","1","M","Phone","A","House","high","blue","9",0,373
19,3,2,771.5698758,17,39,-2,"0","1","M","Phone","B","Condo","low","white","5",1,374
20,2,2,882.8206559,10,63,-2,"0","1","M","Broker","B","House","high","white","8",0,375
12,2,8,919.5059139,11,48,-2,"0","1","F","Phone","C","House","high","white","1",0,376
18,1,0,970.6192547,15,50,-2,"0","0","M","Broker","C","Condo","high","red","8",0,377
16,4,0,997.9975285,13,43,-2,"1","1","F","Phone","B","Tenant","high","red","1",1,378
15,1,5,762.9815563,11,40,-2,"0","1","M","Phone","B","Tenant","high","red","8",0,379
6,1,0,985.2728201,34.25315059,33,-2,"0","0","F","Broker","C","House","high","yellow","8",0,380
3,1,0,932.756445,14,22,-2,"0","1","F","Online","A","House","medium","red","9",0,381
13,2,2,879.9278483,18,54,-2,"1","1","F","Broker","C","House","high","white","8",0,382
8,2,2,827.2774538,20,75,-2,"0","1","F","Phone","A","Condo","high","white","8",0,384
15,2,1,764.0810075,9,50,-2,"0","1","M","Phone","C","Tenant","high","blue","5",1,385
15,2,2,923.771374,14,43,-2,"0","1","F","Broker","A","House","high","blue","8",0,386
16,3,1,884.5243479,17,56,-2,"0","1","F","Broker","B","Tenant","medium","white","8",0,387
0,2,2,892.6280512,13,21,-2,"0","1","F","Online","A","Tenant","high","blue","8",1,388
16,2,0,900.9142406,19,50,-2,"0","1","M","Phone","A","Condo","high","white","5",1,389
15,2,1,1057.385212,17,48,-2,"0","1","M","Broker","C","Tenant","high","red","8",0,390
13,3,1,858.2036402,13,44,-2,"0","0","M","Broker","A","House","medium","red","5",0,391
2,3,0,793.0793099,12,34,-2,"0","0","F","Broker","C","House","high","blue","1",0,392
5,2,4,1053.797626,18,36,-2,"1","1","M","Broker","C","Tenant","high","blue","8",0,393
0,3,0,922.2392184,15,22,-2,"0","0","F","Online","C","Tenant","medium","white","8",0,394
18,4,11,931.8931436,15,37,-2,"0","1","M","Phone","A","House","high","red","8",1,395
10,4,1,882.290726,15,53,-2,"0","1","M","Broker","A","House","high","white","5",0,396
12,3,2,893.9939471,14,37,-2,"0","1","M","Phone","A","House","medium","white","9",0,397
13,2,0,954.4870236,14,60,-2,"0","0","F","Broker","A","Condo","high","red","5",0,398
4,2,1,913.4440873,17,30,-2,"0","1","F","Phone","C","House","low","white","8",0,399
15,1,3,840.6029479,18,43,-2,"0","1","M","Broker","C","House","high","red","8",0,400
17,3,0,1067.470475,17,47,-2,"0","1","M","Phone","A","Tenant","medium","white","8",0,401
8,1,0,973.5254783,17,40,-2,"0","0","M","Broker","C","Condo","low","blue","8",0,402
17,2,8,886.2303174,15,49,-2,"0","1","F","Phone","C","Condo","high","blue","5",1,403
15,5,7,832.5179842,13,43,-2,"0","1","F","Phone","C","House","high","red","2",1,404
3,2,0,904.1022175,13,29,-2,"0","1","M","Broker","C","Condo","high","white","8",0,405
4,3,0,949.2878779,13,34,-2,"0","0","F","Broker","B","House","high","white","5",0,406
14,1,0,938.7544547,14,56,-2,"0","1","F","Broker","C","House","high","red","1",0,407
13,1,2,860.3430698,11,45,-2,"0","1","M","Broker","C","House","high","white","8",0,408
7,3,0,774.9224665,14,37,-2,"1","0","M","Phone","C","House","high","white","9",1,409
21,1,1,868.8809246,14,43,-2,"0","0","M","Phone","A","House","low","white","9",0,410
16,1,5,984.0929254,12,45,-2,"1","1","F","Phone","B","House","low","white","9",0,411
17,1,0,937.1275143,32.19209285,51,-2,"0","0","M","Phone","C","House","high","red","8",1,412
23,1,1,900.9116619,12,47,-2,"0","1","F","Phone","C","House","high","blue","9",0,413
6,5,0,894.5665992,22,33,-2,"1","1","F","Phone","A","House","high","white","5",0,414
17,4,3,899.9213073,12,51,-2,"0","1","M","Broker","B","House","low","red","5",0,415
11,5,1,839.4416975,7,66,-2,"0","1","M","Broker","C","House","medium","blue","8",0,416
19,1,1,885.6916275,14,44,-2,"0","1","M","Broker","B","House","high","yellow","5",0,417
20,2,1,1052.02126,15,61,-2,"0","1","F","Broker","B","House","high","white","1",0,418
14,5,10,812.246032,12,38,-2,"0","1","M","Broker","A","House","high","blue","5",1,419
23,5,0,955.3681754,16,44,-2,"1","1","M","Broker","A","Tenant","high","white","8",0,420
6,1,1,988.9368255,15,34,-2,"0","1","F","Broker","B","Condo","high","red","1",0,421
21,1,0,805.2385483,17,41,-2,"0","0","M","Phone","C","House","medium","red","5",0,422
12,2,1,932.7047393,17,64,-2,"0","1","M","Phone","C","House","high","yellow","8",0,423
14,1,1,890.7823179,22,42,-2,"0","0","F","Phone","C","Tenant","high","white","8",0,424
16,5,1,847.6480697,12,37,-2,"0","1","M","Broker","C","Condo","medium","white","8",0,425
10,5,2,872.3420839,14,51,-2,"0","1","M","Broker","A","House","high","red","8",0,426
18,3,3,853.8303763,10,45,-2,"0","1","F","Broker","C","House","high","white","5",0,427
3,1,0,900.2488944,22,35,-2,"0","0","M","Broker","B","House","high","blue","1",0,428
14,1,0,863.7583872,13,62,-2,"0","1","F","Broker","A","House","medium","red","1",0,429
11,2,0,1003.761769,7,45,-2,"0","0","M","Phone","C","Condo","low","red","8",1,430
0,3,4,906.6356694,16,23,-2,"0","1","M","Broker","C","Condo","low","white","1",0,431
3,2,0,953.9395855,4,28,-2,"0","0","M","Broker","A","Tenant","medium","blue","8",1,432
16,1,0,904.8673237,11,47,-2,"0","1","F","Broker","B","Tenant","high","white","5",0,433
5,3,4,798.9660947,10,36,-2,"0","1","F","Broker","A","Tenant","low","white","5",1,434
11,3,1,918.4401404,14,46,-2,"0","1","M","Broker","A","Condo","medium","red","5",0,435
4,3,1,961.5750686,14,35,-2,"0","1","F","Broker","A","Condo","high","blue","5",1,436
15,4,1,753.8274712,9,44,-2,"0","1","F","Online","C","Tenant","high","blue","9",0,437
17,2,4,728.34654,13,55,-2,"0","1","F","Broker","C","House","medium","red","8",0,438
5,1,7,837.2181194,16,29,-2,"1","1","M","Phone","B","Tenant","low","white","8",1,439
18,1,10,962.7494308,17,52,-2,"0","1","M","Broker","A","House","low","blue","8",1,440
11,1,0,954.8505495,13,46,-2,"1","1","F","Broker","C","House","medium","blue","9",0,441
2,1,0,939.8263566,20,30,-2,"0","1","M","Broker","A","House","low","white","8",0,442
16,1,0,810.2732713,21,44,-2,"0","1","F","Broker","C","House","high","yellow","8",0,443
14,1,0,900.7723489,17,53,-2,"0","1","F","Phone","B","House","medium","white","8",1,444
16,3,0,1024.444614,20,58,-2,"1","1","F","Broker","A","House","high","blue","9",0,445
17,1,0,928.9041679,13,51,-2,"0","1","M","Broker","C","House","high","white","1",0,446
12,4,1,871.5817109,23,53,-2,"0","1","M","Phone","C","Condo","high","red","5",0,447
16,3,12,895.9507892,14,42,-2,"0","1","F","Broker","A","Condo","low","white","1",1,448
3,3,0,974.0048667,15,30,-2,"0","1","F","Broker","B","Condo","high","white","5",0,449
11,1,0,879.3589811,9,44,-2,"0","0","F","Broker","B","Condo","medium","red","8",0,450
13,1,3,950.6284054,18,40,-2,"0","1","M","Broker","B","Tenant","high","white","5",0,451
14,1,0,856.5991464,19,42,-2,"0","1","M","Phone","A","House","high","red","1",0,452
4,1,1,818.7523032,24,22,-2,"0","1","F","Online","A","House","high","red","2",1,453
0,2,2,845.0571988,13,24,-2,"0","1","F","Online","B","House","high","blue","8",0,454
13,3,0,889.5958164,8,39,-2,"0","1","M","Phone","A","House","high","red","8",0,455
11,3,0,899.4680508,10,56,-2,"0","1","F","Broker","C","House","high","red","8",0,456
0,1,0,873.3850719,13,38,-2,"0","0","F","Phone","B","House","high","red","1",0,457
11,2,9,953.8680895,15,86,-2,"0","1","M","Phone","B","Condo","high","white","8",0,458
5,1,3,919.1055707,18,34,-2,"0","1","M","Phone","A","House","high","white","9",0,459
5,2,1,768.2067196,13,35,-2,"0","1","F","Broker","C","Tenant","high","white","8",0,460
20,3,0,875.2798346,16,43,-2,"0","1","F","Phone","C","Tenant","medium","white","8",0,461
7,2,0,869.108599,14,35,-2,"0","0","F","Phone","C","House","high","blue","5",0,462
9,4,1,816.0573096,9,48,-2,"1","1","F","Phone","A","House","high","red","8",0,463
17,1,8,857.6372661,15,50,-2,"0","1","F","Broker","C","House","high","blue","8",0,464
14,1,7,871.3319139,10,43,-2,"0","1","F","Phone","A","House","high","red","9",0,465
3,6,2,882.9174194,10,35,-2,"0","1","M","Broker","C","Tenant","high","white","5",0,466
0,5,0,972.1991308,15,21,-2,"0","1","F","Online","B","Tenant","high","red","2",0,467
14,3,4,1094.590236,14,49,-2,"0","1","M","Broker","A","House","high","white","8",0,468
12,2,0,1024.030074,18,38,-2,"0","0","F","Phone","C","Tenant","high","yellow","8",0,469
15,3,10,922.0454534,14,45,-2,"0","1","F","Online","B","Tenant","medium","yellow","8",0,470
8,5,1,850.915524,10,40,-2,"0","1","M","Broker","A","Condo","high","red","5",0,471
16,2,0,804.7798821,17,43,-2,"0","0","F","Broker","A","Condo","medium","yellow","8",0,472
17,3,3,903.7880618,10,57,-2,"0","1","F","Broker","A","House","medium","white","8",1,473
17,2,2,1034.549466,17,58,-2,"1","1","F","Broker","A","House","medium","white","8",0,474
19,1,1,768.394865,11,52,-2,"1","1","F","Online","C","Condo","high","red","5",0,475
8,2,0,888.6826955,17,32,-2,"0","0","F","Broker","A","House","high","blue","5",0,476
16,2,2,1071.384961,14,38,-2,"0","1","F","Broker","C","House","high","blue","5",0,477
19,2,10,875.8251642,11,62,-2,"0","1","M","Phone","A","House","low","white","8",0,478
7,1,2,944.8495522,17,41,-2,"0","1","M","Broker","B","Condo","high","yellow","8",0,479
6,5,0,888.0970491,14,29,-2,"0","1","F","Broker","A","House","low","red","8",0,480
6,1,3,922.1508181,13,62,-2,"0","1","M","Broker","B","House","medium","red","8",1,481
12,2,0,977.446582,19,38,-2,"0","0","F","Online","B","Condo","low","yellow","8",1,482
4,1,1,870.3330313,12,36,-2,"0","1","F","Broker","B","House","high","blue","2",1,483
16,2,0,924.2523555,17,59,-2,"1","0","M","Broker","B","House","high","white","1",0,484
16,1,1,865.2349823,11,44,-2,"0","1","M","Phone","C","Tenant","high","white","5",0,485
2,1,0,852.7455502,13,33,-2,"0","1","F","Online","C","House","high","blue","5",0,486
6,2,0,987.9124957,11,33,-2,"0","0","M","Broker","B","Condo","low","red","8",0,487
7,1,0,998.4330707,21,39,-2,"0","0","M","Phone","C","Condo","high","red","5",0,488
3,2,0,880.2261979,20,32,-2,"0","0","F","Broker","A","Condo","high","white","1",0,489
15,1,NA,912.9058537,12,60,-2,"1","0","M","Phone","B","Condo","medium","yellow","8",0,490
6,2,1,837.2220135,18,35,-2,"0","1","M","Broker","B","Tenant","low","yellow","1",0,491
16,6,4,832.7631409,10,53,-2,"0","1","F","Broker","B","House","high","white","8",0,492
17,2,0,889.4706495,13,60,-2,"0","1","M","Broker","C","House","high","red","8",0,493
19,2,0,957.0994281,17,44,-2,"1","0","M","Broker","A","House","high","blue","5",0,494
9,6,0,877.487581,15,33,-2,"0","1","M","Phone","C","Condo","low","blue","2",0,495
18,2,0,979.8456476,15,44,-2,"0","1","M","Phone","C","House","high","blue","8",0,496
4,2,1,914.1710013,10,34,-2,"0","0","M","Phone","B","House","high","blue","5",1,497
18,1,4,1001.267485,8,51,-2,"0","1","F","Phone","B","House","high","blue","1",0,498
19,1,2,962.7654018,13,64,-2,"0","1","F","Phone","C","House","high","white","8",1,499
16,1,6,802.8757294,9,54,-2,"0","1","M","Broker","C","House","high","yellow","5",1,500
16,1,1,944.7271799,17,37,-2,"0","1","M","Phone","B","Condo","high","white","1",0,501
14,1,2,794.2771928,16,47,-2,"0","1","F","Broker","A","Condo","high","red","8",0,502
17,1,2,1012.103928,18,56,-2,"0","1","M","Phone","B","House","high","yellow","9",0,503
5,2,5,920.47361,22,35,-2,"0","1","F","Phone","C","Condo","high","blue","5",0,504
15,1,1,1047.771613,21,55,-2,"1","1","F","Phone","A","Tenant","high","red","8",0,505
20,4,4,877.8549458,14,42,-2,"0","1","M","Broker","C","House","high","red","8",0,506
8,1,10,933.7608717,14,36,-2,"1","1","F","Phone","C","House","high","white","5",0,507
16,3,7,1000.189342,16,50,-2,"1","1","F","Phone","A","Tenant","high","red","5",1,508
3,1,0,953.9030386,17,29,-2,"0","0","M","Broker","A","House","low","yellow","9",0,509
15,5,3,784.8178789,23,40,-2,"0","1","F","Phone","C","Tenant","medium","blue","8",1,510
3,1,0,838.2220092,20,36,-2,"0","1","M","Broker","C","Tenant","high","white","8",1,511
22,1,9,959.211673,13,54,-2,"0","1","F","Phone","C","House","low","white","8",1,512
15,2,2,794.8070333,15,40,-2,"0","1","F","Phone","B","Condo","medium","white","5",0,513
16,4,1,1015.539782,48.82619898,50,-2,"0","1","M","Broker","A","Tenant","high","blue","1",0,514
5,4,0,764.8228605,13,33,-2,"0","1","M","Broker","C","Tenant","medium","yellow","8",0,515
9,2,0,905.5173541,13,48,-2,"1","1","F","Phone","C","Condo","high","yellow","5",0,516
18,1,0,855.1275072,20,42,-2,"0","0","F","Online","C","Tenant","high","red","8",1,517
22,1,1,1046.295944,21,57,-2,"0","0","M","Phone","C","House","high","red","8",0,518
12,2,8,819.8573325,13,43,-2,"0","1","M","Phone","B","Condo","high","blue","8",0,519
4,2,0,708.1879295,8,31,-2,"1","1","F","Online","C","Condo","high","white","9",0,520
9,4,3,827.985346,10,48,-2,"1","1","M","Broker","B","House","high","white","5",0,521
27,1,2,961.0660069,18,48,-2,"0","1","F","Phone","B","House","high","blue","1",0,522
14,3,0,723.0685355,NA,49,-2,"0","0","F","Phone","B","Tenant","low","white","8",1,523
0,1,0,1026.651396,13,30,-2,"0","0","F","Phone","A","House","high","white","5",0,524
4,5,0,870.3262325,15,22,-2,"1","0","M","Phone","B","Condo","low","white","8",1,525
7,1,0,735.3143928,17,33,-2,"1","0","M","Broker","C","House","high","red","9",0,526
7,3,0,1019.770475,17,34,-2,"0","0","F","Broker","B","Condo","high","white","8",0,527
5,1,0,821.8643113,28,25,-2,"0","1","F","Broker","C","Tenant","medium","white","8",0,528
17,1,0,921.3110826,10,41,-2,"0","1","M","Broker","A","House","medium","yellow","8",0,529
18,3,1,843.9568173,19,50,-2,"0","1","F","Broker","B","Tenant","low","blue","1",0,530
19,1,0,866.8760453,12,59,-2,"0","0","F","Broker","A","Condo","high","red","9",0,531
0,1,0,1031.021902,15,27,-2,"0","0","M","Broker","C","Tenant","high","blue","9",0,532
0,1,1,790.0148542,17,37,-2,"0","0","M","Broker","C","House","high","red","5",0,533
