tenure,claim.ind,n.adults,n.children,ni.gender,ni.marital.status,premium,sales.channel,coverage.type,dwelling.type,len.at.res,credit,house.color,ni.age,year,zip.code,cancel,id
4,1,1,0,M,1,959.2536688,Broker,A,Tenant,8,medium,white,34,2013,15012,0,304
11,1,1,0,F,1,955.1151282,Phone,A,House,18,medium,blue,53,2013,85037,1,305
21,0,2,0,M,0,834.1939223,Broker,C,House,7,high,blue,42,2013,50014,0,306
14,0,3,0,F,0,976.310081,Broker,C,Tenant,17,medium,yellow,44,2013,50058,0,307
17,0,2,0,F,0,806.0746027,Broker,B,House,16,high,white,45,2013,15026,0,308
9,0,4,2,F,1,1103.747521,Broker,A,House,19,medium,red,57,2013,85077,0,309
3,0,1,0,F,0,915.9739602,Phone,C,Tenant,13,high,blue,31,2013,98031,1,310
20,0,3,4,M,1,899.2624354,Broker,B,House,16,high,white,57,2013,80045,0,311
12,0,1,4,M,1,929.2994446,Phone,C,House,14,medium,white,48,2013,80028,0,312
17,0,1,2,F,1,1021.390286,Phone,C,House,19,medium,white,55,2013,85013,0,313
5,0,2,1,F,1,902.8243354,Broker,A,Tenant,15,medium,red,25,2013,20129,0,314
11,0,3,0,M,0,927.421645,Phone,A,House,23,high,red,43,2013,98022,1,315
20,0,1,1,M,1,928.0594911,Broker,C,House,13,high,blue,49,2013,85054,0,316
4,1,1,5,F,1,915.2069806,Broker,C,House,15,low,white,32,2013,50001,0,317
16,0,3,0,M,1,868.6048906,Phone,C,Condo,11,high,blue,64,2013,15052,0,318
10,0,4,0,M,0,1031.408717,Broker,C,Tenant,17,high,blue,46,2013,80040,0,319
23,0,3,1,M,1,884.0213799,Broker,A,House,18,high,blue,59,2013,50037,0,320
2,0,2,1,F,1,852.2419868,Online,C,House,11,low,white,20,2013,50043,1,321
8,0,2,0,F,0,804.9239459,Broker,C,Condo,13,medium,blue,26,2013,80023,0,322
13,0,2,0,M,1,977.510423,Broker,C,House,15,high,red,40,2013,98002,0,323
12,0,3,5,M,1,1088.371188,Phone,A,House,17,medium,white,48,2013,50025,0,324
5,0,1,0,F,0,790.5373502,Online,NA,Condo,9,high,blue,23,2013,20106,0,325
11,0,3,1,M,1,843.7105395,Phone,B,House,18,low,blue,52,2013,85014,0,326
15,0,3,8,M,1,886.8419493,Broker,C,House,15,high,white,52,2013,50025,0,327
13,0,3,1,M,1,836.6677866,Broker,C,House,12,high,white,40,2013,85054,0,328
16,0,5,4,F,1,972.9050422,Broker,C,House,28,medium,white,51,2013,80041,0,329
16,0,1,6,M,1,1005.880285,Online,A,Tenant,15,high,yellow,50,2013,15046,1,330
5,1,1,4,M,1,910.1078505,Broker,B,House,17,low,white,30,2013,80103,1,331
12,0,1,5,M,1,906.4688115,Phone,C,House,11,low,white,61,2013,80025,0,332
13,1,4,0,M,0,893.0087881,Phone,C,House,12,high,white,43,2013,15006,0,333
14,0,2,1,M,1,935.7575163,Broker,A,Tenant,17,high,blue,64,2013,15057,0,334
12,0,2,0,M,1,776.1652736,Broker,A,House,14,high,blue,39,2013,85077,0,335
13,0,4,0,M,0,780.3746876,Broker,A,Condo,14,high,blue,37,2013,85020,0,336
23,0,2,7,F,1,1016.705268,Broker,B,Condo,20,high,blue,70,2013,85077,0,337
23,1,3,2,F,1,919.5740656,Phone,C,Tenant,24,medium,white,47,2013,80005,1,338
9,1,1,4,F,1,871.1870314,Broker,A,House,19,high,white,73,2013,85007,0,339
17,0,1,0,F,0,807.6188639,Phone,B,Condo,14,high,red,42,2013,20158,0,340
9,0,1,0,M,0,829.7821154,Broker,A,House,14,low,white,39,2013,85073,0,341
11,0,2,2,M,1,824.9398179,Broker,A,Tenant,13,low,blue,48,2013,50041,1,342
9,0,2,1,M,1,935.017186,Broker,C,House,19,high,blue,56,2013,50054,0,343
4,0,4,0,F,0,905.2270258,Phone,C,Tenant,11,medium,blue,30,2013,50058,1,344
6,0,1,2,M,0,887.3519765,Online,C,Condo,16,high,NA,24,2013,50040,1,345
15,0,3,5,F,1,982.865282,Broker,A,House,19,high,white,47,2013,85077,0,346
2,0,2,1,F,1,975.8025172,Broker,C,House,11,high,red,36,2013,50001,0,347
3,1,1,0,F,1,814.995416,Online,C,Condo,25,high,white,33,2013,85076,1,348
16,0,2,0,M,0,934.2503896,Broker,C,House,19,high,white,40,2013,15003,0,349
12,0,1,0,M,0,871.362707,Phone,B,House,13,high,blue,49,2013,15022,0,350
3,0,2,5,M,1,934.2144689,Online,B,House,11,high,white,34,2013,98004,0,351
8,1,1,3,F,1,856.3193583,Phone,C,Condo,11,medium,red,38,2013,50027,0,352
13,0,2,0,M,1,947.9698764,Broker,C,Tenant,14,low,white,44,2013,80005,1,353
18,0,2,1,M,1,976.2758097,Broker,A,House,12,high,yellow,63,2013,85007,1,354
15,0,3,6,F,1,995.172096,Broker,A,House,17,high,white,60,2013,50014,0,355
6,0,6,1,M,0,923.4077469,Broker,B,Condo,13,high,white,35,2013,50001,0,356
18,0,2,2,M,1,895.3838252,Broker,A,House,15,high,blue,50,2013,50054,0,357
5,0,4,0,F,1,1001.533167,Online,A,House,18,high,white,30,2013,80025,0,358
8,0,1,1,M,0,840.7287561,Broker,A,House,13,medium,white,35,2013,98034,0,359
19,0,4,3,M,1,901.137915,Broker,B,House,16,medium,blue,62,2013,15022,0,360
16,0,2,0,F,1,809.3471819,Broker,A,House,11,high,blue,48,2013,85027,0,361
6,0,5,1,M,1,773.1947665,Broker,A,Tenant,7,high,blue,30,2013,98033,0,362
4,0,1,0,F,1,762.0248035,Broker,C,House,8,high,white,35,2013,15009,0,363
15,0,1,2,F,1,739.7807374,Broker,C,House,13,high,blue,48,2013,50059,0,364
13,0,4,1,M,1,819.8335784,Broker,A,Tenant,15,high,yellow,49,2013,50051,0,365
2,0,2,0,M,0,879.4109917,Online,A,Condo,15,high,red,35,2013,20147,0,366
6,1,1,0,F,0,910.3628888,Broker,C,Tenant,12,high,blue,35,2013,80026,1,367
14,0,2,0,M,0,835.7507815,Online,A,Tenant,20,low,yellow,49,2013,80109,0,368
5,0,1,0,F,0,746.5727647,Phone,C,Tenant,18,medium,white,35,2013,50054,1,369
10,0,2,8,F,1,906.7903464,Broker,B,House,7,high,white,38,2013,15001,1,370
16,0,1,0,F,1,752.6165448,Online,A,Tenant,20,low,red,44,2013,85028,0,371
5,0,1,1,M,1,907.5945057,Phone,C,Tenant,16,high,red,31,2013,85054,0,372
19,0,3,6,M,1,1032.16852,Phone,A,House,18,high,blue,57,2013,98012,0,373
19,0,3,2,M,1,771.5698758,Phone,B,Condo,17,low,white,39,2013,50041,1,374
20,0,2,2,M,1,882.8206559,Broker,B,House,10,high,white,63,2013,85027,0,375
12,0,2,8,F,1,919.5059139,Phone,C,House,11,high,white,48,2013,15044,0,376
18,0,1,0,M,0,970.6192547,Broker,C,Condo,15,high,red,50,2013,80045,0,377
16,1,4,0,F,1,997.9975285,Phone,B,Tenant,13,high,red,43,2013,15056,1,378
15,0,1,5,M,1,762.9815563,Phone,B,Tenant,11,high,red,40,2013,85083,0,379
6,0,1,0,F,0,985.2728201,Broker,C,House,34.25315059,high,yellow,33,2013,85068,0,380
3,0,1,0,F,1,932.756445,Online,A,House,14,medium,red,22,2013,98034,0,381
13,1,2,2,F,1,879.9278483,Broker,C,House,18,high,white,54,2013,85039,0,382
12,1,1,9,M,1,975.5095159,Phone,A,Condo,11,low,blue,45,2013,85021,-1,383
8,0,2,2,F,1,827.2774538,Phone,A,Condo,20,high,white,75,2013,85077,0,384
15,0,2,1,M,1,764.0810075,Phone,C,Tenant,9,high,blue,50,2013,50008,1,385
15,0,2,2,F,1,923.771374,Broker,A,House,14,high,blue,43,2013,85033,0,386
16,0,3,1,F,1,884.5243479,Broker,B,Tenant,17,medium,white,56,2013,85068,0,387
0,0,2,2,F,1,892.6280512,Online,A,Tenant,13,high,blue,21,2013,85014,1,388
16,0,2,0,M,1,900.9142406,Phone,A,Condo,19,high,white,50,2013,50009,1,389
15,0,2,1,M,1,1057.385212,Broker,C,Tenant,17,high,red,48,2013,80003,0,390
13,0,3,1,M,0,858.2036402,Broker,A,House,13,medium,red,44,2013,50013,0,391
2,0,3,0,F,0,793.0793099,Broker,C,House,12,high,blue,34,2013,15052,0,392
5,1,2,4,M,1,1053.797626,Broker,C,Tenant,18,high,blue,36,2013,80103,0,393
0,0,3,0,F,0,922.2392184,Online,C,Tenant,15,medium,white,22,2013,85011,0,394
18,0,4,11,M,1,931.8931436,Phone,A,House,15,high,red,37,2013,85001,1,395
10,0,4,1,M,1,882.290726,Broker,A,House,15,high,white,53,2013,50021,0,396
12,0,3,2,M,1,893.9939471,Phone,A,House,14,medium,white,37,2013,98004,0,397
13,0,2,0,F,0,954.4870236,Broker,A,Condo,14,high,red,60,2013,50054,0,398
4,0,2,1,F,1,913.4440873,Phone,C,House,17,low,white,30,2013,85066,0,399
15,0,1,3,M,1,840.6029479,Broker,C,House,18,high,red,43,2013,80003,0,400
17,0,3,0,M,1,1067.470475,Phone,A,Tenant,17,medium,white,47,2013,80040,0,401
8,0,1,0,M,0,973.5254783,Broker,C,Condo,17,low,blue,40,2013,80103,0,402
17,0,2,8,F,1,886.2303174,Phone,C,Condo,15,high,blue,49,2013,50057,1,403
15,0,5,7,F,1,832.5179842,Phone,C,House,13,high,red,43,2013,20139,1,404
3,0,2,0,M,1,904.1022175,Broker,C,Condo,13,high,white,29,2013,80015,0,405
4,0,3,0,F,0,949.2878779,Broker,B,House,13,high,white,34,2013,50054,0,406
14,0,1,0,F,1,938.7544547,Broker,C,House,14,high,red,56,2013,15010,0,407
13,0,1,2,M,1,860.3430698,Broker,C,House,11,high,white,45,2013,85072,0,408
7,1,3,0,M,0,774.9224665,Phone,C,House,14,high,white,37,2013,98033,1,409
21,0,1,1,M,0,868.8809246,Phone,A,House,14,low,white,43,2013,98015,0,410
16,1,1,5,F,1,984.0929254,Phone,B,House,12,low,white,45,2013,98032,0,411
17,0,1,0,M,0,937.1275143,Phone,C,House,32.19209285,high,red,51,2013,85033,1,412
23,0,1,1,F,1,900.9116619,Phone,C,House,12,high,blue,47,2013,98027,0,413
6,1,5,0,F,1,894.5665992,Phone,A,House,22,high,white,33,2013,50028,0,414
17,0,4,3,M,1,899.9213073,Broker,B,House,12,low,red,51,2013,50027,0,415
11,0,5,1,M,1,839.4416975,Broker,C,House,7,medium,blue,66,2013,80003,0,416
19,0,1,1,M,1,885.6916275,Broker,B,House,14,high,yellow,44,2013,50013,0,417
20,0,2,1,F,1,1052.02126,Broker,B,House,15,high,white,61,2013,15053,0,418
14,0,5,10,M,1,812.246032,Broker,A,House,12,high,blue,38,2013,50011,1,419
23,1,5,0,M,1,955.3681754,Broker,A,Tenant,16,high,white,44,2013,80031,0,420
6,0,1,1,F,1,988.9368255,Broker,B,Condo,15,high,red,34,2013,15044,0,421
21,0,1,0,M,0,805.2385483,Phone,C,House,17,medium,red,41,2013,50047,0,422
12,0,2,1,M,1,932.7047393,Phone,C,House,17,high,yellow,64,2013,80004,0,423
14,0,1,1,F,0,890.7823179,Phone,C,Tenant,22,high,white,42,2013,80010,0,424
16,0,5,1,M,1,847.6480697,Broker,C,Condo,12,medium,white,37,2013,80023,0,425
10,0,5,2,M,1,872.3420839,Broker,A,House,14,high,red,51,2013,85033,0,426
18,0,3,3,F,1,853.8303763,Broker,C,House,10,high,white,45,2013,50058,0,427
3,0,1,0,M,0,900.2488944,Broker,B,House,22,high,blue,35,2013,15047,0,428
14,0,1,0,F,1,863.7583872,Broker,A,House,13,medium,red,62,2013,15056,0,429
11,0,2,0,M,0,1003.761769,Phone,C,Condo,7,low,red,45,2013,85066,1,430
0,0,3,4,M,1,906.6356694,Broker,C,Condo,16,low,white,23,2013,15032,0,431
3,0,2,0,M,0,953.9395855,Broker,A,Tenant,4,medium,blue,28,2013,85077,1,432
16,0,1,0,F,1,904.8673237,Broker,B,Tenant,11,high,white,47,2013,50038,0,433
5,0,3,4,F,1,798.9660947,Broker,A,Tenant,10,low,white,36,2013,50040,1,434
11,0,3,1,M,1,918.4401404,Broker,A,Condo,14,medium,red,46,2013,50037,0,435
4,0,3,1,F,1,961.5750686,Broker,A,Condo,14,high,blue,35,2013,50008,1,436
15,0,4,1,F,1,753.8274712,Online,C,Tenant,9,high,blue,44,2013,98032,0,437
17,0,2,4,F,1,728.34654,Broker,C,House,13,medium,red,55,2013,85011,0,438
5,1,1,7,M,1,837.2181194,Phone,B,Tenant,16,low,white,29,2013,85014,1,439
18,0,1,10,M,1,962.7494308,Broker,A,House,17,low,blue,52,2013,85077,1,440
11,1,1,0,F,1,954.8505495,Broker,C,House,13,medium,blue,46,2013,98004,0,441
2,0,1,0,M,1,939.8263566,Broker,A,House,20,low,white,30,2013,85065,0,442
16,0,1,0,F,1,810.2732713,Broker,C,House,21,high,yellow,44,2013,80041,0,443
14,0,1,0,F,1,900.7723489,Phone,B,House,17,medium,white,53,2013,80016,1,444
16,1,3,0,F,1,1024.444614,Broker,A,House,20,high,blue,58,2013,98004,0,445
17,0,1,0,M,1,928.9041679,Broker,C,House,13,high,white,51,2013,15052,0,446
12,0,4,1,M,1,871.5817109,Phone,C,Condo,23,high,red,53,2013,50001,0,447
16,0,3,12,F,1,895.9507892,Broker,A,Condo,14,low,white,42,2013,15022,1,448
3,0,3,0,F,1,974.0048667,Broker,B,Condo,15,high,white,30,2013,50057,0,449
11,0,1,0,F,0,879.3589811,Broker,B,Condo,9,medium,red,44,2013,85017,0,450
13,0,1,3,M,1,950.6284054,Broker,B,Tenant,18,high,white,40,2013,50047,0,451
14,0,1,0,M,1,856.5991464,Phone,A,House,19,high,red,42,2013,15009,0,452
4,0,1,1,F,1,818.7523032,Online,A,House,24,high,red,22,2013,20147,1,453
0,0,2,2,F,1,845.0571988,Online,B,House,13,high,blue,24,2013,85072,0,454
13,0,3,0,M,1,889.5958164,Phone,A,House,8,high,red,39,2013,80002,0,455
11,0,3,0,F,1,899.4680508,Broker,C,House,10,high,red,56,2013,80024,0,456
0,0,1,0,F,0,873.3850719,Phone,B,House,13,high,red,38,2013,15031,0,457
11,0,2,9,M,1,953.8680895,Phone,B,Condo,15,high,white,86,2013,85027,0,458
5,0,1,3,M,1,919.1055707,Phone,A,House,18,high,white,34,2013,98027,0,459
5,0,2,1,F,1,768.2067196,Broker,C,Tenant,13,high,white,35,2013,85082,0,460
20,0,3,0,F,1,875.2798346,Phone,C,Tenant,16,medium,white,43,2013,85033,0,461
7,0,2,0,F,0,869.108599,Phone,C,House,14,high,blue,35,2013,50002,0,462
9,1,4,1,F,1,816.0573096,Phone,A,House,9,high,red,48,2013,80012,0,463
17,0,1,8,F,1,857.6372661,Broker,C,House,15,high,blue,50,2013,80022,0,464
14,0,1,7,F,1,871.3319139,Phone,A,House,10,high,red,43,2013,98033,0,465
3,0,6,2,M,1,882.9174194,Broker,C,Tenant,10,high,white,35,2013,50008,0,466
0,0,5,0,F,1,972.1991308,Online,B,Tenant,15,high,red,21,2013,20107,0,467
14,0,3,4,M,1,1094.590236,Broker,A,House,14,high,white,49,2013,85003,0,468
12,0,2,0,F,0,1024.030074,Phone,C,Tenant,18,high,yellow,38,2013,85040,0,469
15,0,3,10,F,1,922.0454534,Online,B,Tenant,14,medium,yellow,45,2013,85065,0,470
8,0,5,1,M,1,850.915524,Broker,A,Condo,10,high,red,40,2013,50013,0,471
16,0,2,0,F,0,804.7798821,Broker,A,Condo,17,medium,yellow,43,2013,85054,0,472
17,0,3,3,F,1,903.7880618,Broker,A,House,10,medium,white,57,2013,80011,1,473
17,1,2,2,F,1,1034.549466,Broker,A,House,17,medium,white,58,2013,80028,0,474
19,1,1,1,F,1,768.394865,Online,C,Condo,11,high,red,52,2013,50054,0,475
8,0,2,0,F,0,888.6826955,Broker,A,House,17,high,blue,32,2013,50041,0,476
16,0,2,2,F,1,1071.384961,Broker,C,House,14,high,blue,38,2013,50048,0,477
19,0,2,10,M,1,875.8251642,Phone,A,House,11,low,white,62,2013,80106,0,478
7,0,1,2,M,1,944.8495522,Broker,B,Condo,17,high,yellow,41,2013,85014,0,479
6,0,5,0,F,1,888.0970491,Broker,A,House,14,low,red,29,2013,80027,0,480
6,0,1,3,M,1,922.1508181,Broker,B,House,13,medium,red,62,2013,85034,1,481
12,0,2,0,F,0,977.446582,Online,B,Condo,19,low,yellow,38,2013,80001,1,482
4,0,1,1,F,1,870.3330313,Broker,B,House,12,high,blue,36,2013,20110,1,483
16,1,2,0,M,0,924.2523555,Broker,B,House,17,high,white,59,2013,15012,0,484
16,0,1,1,M,1,865.2349823,Phone,C,Tenant,11,high,white,44,2013,50028,0,485
2,0,1,0,F,1,852.7455502,Online,C,House,13,high,blue,33,2013,50022,0,486
6,0,2,0,M,0,987.9124957,Broker,B,Condo,11,low,red,33,2013,80003,0,487
7,0,1,0,M,0,998.4330707,Phone,C,Condo,21,high,red,39,2013,50001,0,488
3,0,2,0,F,0,880.2261979,Broker,A,Condo,20,high,white,32,2013,15025,0,489
15,1,1,NA,M,0,912.9058537,Phone,B,Condo,12,medium,yellow,60,2013,85073,0,490
6,0,2,1,M,1,837.2220135,Broker,B,Tenant,18,low,yellow,35,2013,15057,0,491
16,0,6,4,F,1,832.7631409,Broker,B,House,10,high,white,53,2013,85062,0,492
17,0,2,0,M,1,889.4706495,Broker,C,House,13,high,red,60,2013,85011,0,493
19,1,2,0,M,0,957.0994281,Broker,A,House,17,high,blue,44,2013,50056,0,494
9,0,6,0,M,1,877.487581,Phone,C,Condo,15,low,blue,33,2013,20104,0,495
18,0,2,0,M,1,979.8456476,Phone,C,House,15,high,blue,44,2013,80026,0,496
4,0,2,1,M,0,914.1710013,Phone,B,House,10,high,blue,34,2013,50054,1,497
18,0,1,4,F,1,1001.267485,Phone,B,House,8,high,blue,51,2013,15025,0,498
19,0,1,2,F,1,962.7654018,Phone,C,House,13,high,white,64,2013,85078,1,499
16,0,1,6,M,1,802.8757294,Broker,C,House,9,high,yellow,54,2013,50027,1,500
16,0,1,1,M,1,944.7271799,Phone,B,Condo,17,high,white,37,2013,15012,0,501
14,0,1,2,F,1,794.2771928,Broker,A,Condo,16,high,red,47,2013,80021,0,502
17,0,1,2,M,1,1012.103928,Phone,B,House,18,high,yellow,56,2013,98010,0,503
5,0,2,5,F,1,920.47361,Phone,C,Condo,22,high,blue,35,2013,50025,0,504
15,1,1,1,F,1,1047.771613,Phone,A,Tenant,21,high,red,55,2013,80022,0,505
20,0,4,4,M,1,877.8549458,Broker,C,House,14,high,red,42,2013,80045,0,506
8,1,1,10,F,1,933.7608717,Phone,C,House,14,high,white,36,2013,50056,0,507
16,1,3,7,F,1,1000.189342,Phone,A,Tenant,16,high,red,50,2013,50025,1,508
3,0,1,0,M,0,953.9030386,Broker,A,House,17,low,yellow,29,2013,98022,0,509
15,0,5,3,F,1,784.8178789,Phone,C,Tenant,23,medium,blue,40,2013,80015,1,510
3,0,1,0,M,1,838.2220092,Broker,C,Tenant,20,high,white,36,2013,85037,1,511
22,0,1,9,F,1,959.211673,Phone,C,House,13,low,white,54,2013,80028,1,512
15,0,2,2,F,1,794.8070333,Phone,B,Condo,15,medium,white,40,2013,50054,0,513
16,0,4,1,M,1,1015.539782,Broker,A,Tenant,48.82619898,high,blue,50,2013,15009,0,514
5,0,4,0,M,1,764.8228605,Broker,C,Tenant,13,medium,yellow,33,2013,85021,0,515
9,1,2,0,F,1,905.5173541,Phone,C,Condo,13,high,yellow,48,2013,50013,0,516
18,0,1,0,F,0,855.1275072,Online,C,Tenant,20,high,red,42,2013,85076,1,517
22,0,1,1,M,0,1046.295944,Phone,C,House,21,high,red,57,2013,80022,0,518
12,0,2,8,M,1,819.8573325,Phone,B,Condo,13,high,blue,43,2013,80031,0,519
4,1,2,0,F,1,708.1879295,Online,C,Condo,8,high,white,31,2013,98024,0,520
9,1,4,3,M,1,827.985346,Broker,B,House,10,high,white,48,2013,50031,0,521
27,0,1,2,F,1,961.0660069,Phone,B,House,18,high,blue,48,2013,15046,0,522
14,0,3,0,F,0,723.0685355,Phone,B,Tenant,NA,low,white,49,2013,80014,1,523
0,0,1,0,F,0,1026.651396,Phone,A,House,13,high,white,30,2013,50001,0,524
4,1,5,0,M,0,870.3262325,Phone,B,Condo,15,low,white,22,2013,85054,1,525
7,1,1,0,M,0,735.3143928,Broker,C,House,17,high,red,33,2013,98033,0,526
7,0,3,0,F,0,1019.770475,Broker,B,Condo,17,high,white,34,2013,80006,0,527
5,0,1,0,F,1,821.8643113,Broker,C,Tenant,28,medium,white,25,2013,80014,0,528
17,0,1,0,M,1,921.3110826,Broker,A,House,10,medium,yellow,41,2013,85014,0,529
18,0,3,1,F,1,843.9568173,Broker,B,Tenant,19,low,blue,50,2013,15010,0,530
19,0,1,0,F,0,866.8760453,Broker,A,Condo,12,high,red,59,2013,98032,0,531
0,0,1,0,M,0,1031.021902,Broker,C,Tenant,15,high,blue,27,2013,98013,0,532
0,0,1,1,M,0,790.0148542,Broker,C,House,17,high,red,37,2013,50022,0,533
12,1,1,2,M,1,940.0407745,Broker,C,House,12,high,white,62,2013,98033,0,534
5,0,1,0,F,0,912.5134897,Broker,C,House,15,high,blue,30,2013,50038,0,535
7,0,1,5,F,1,1041.926816,Phone,A,House,15,high,white,30,2013,15046,0,536
17,0,1,0,F,1,971.1484435,Broker,C,Condo,20,high,NA,45,2013,50052,0,537
10,1,3,3,F,1,936.0308064,Broker,C,House,20,low,white,51,2013,98010,1,538
15,0,3,3,M,1,700.4582459,Broker,B,House,16,high,white,59,2013,80004,0,539
3,0,4,0,M,0,820.7026591,Phone,C,Tenant,17,high,white,35,2013,50047,0,540
12,0,2,0,M,0,834.6850147,Online,A,Condo,5,high,white,39,2013,50054,0,541
19,0,2,5,M,1,835.8689361,Broker,C,Condo,16,high,white,39,2013,50050,0,542
6,1,2,0,M,0,937.0499217,Phone,A,House,13,high,white,28,2013,50056,0,543
0,0,2,1,M,1,1017.288423,Online,A,Tenant,18,low,blue,21,2013,15001,1,544
18,0,2,2,M,1,752.4645245,Broker,B,House,11,high,white,59,2013,85037,0,545
5,0,3,1,F,1,954.965206,Phone,C,Condo,13,medium,white,27,2013,85043,0,546
18,0,3,0,M,1,958.676591,Phone,C,Tenant,19,high,red,40,2013,20158,0,547
4,0,1,2,F,1,991.6408664,Broker,B,House,10,medium,red,30,2013,85027,1,548
9,0,1,1,F,1,950.6296431,Broker,C,Tenant,7,high,white,47,2013,80103,1,549
18,1,1,0,F,0,981.967189,Broker,C,Tenant,18,high,blue,48,2013,50047,0,550
15,0,1,5,M,1,870.7575966,Broker,B,House,19,high,white,52,2013,50054,0,551
7,0,3,0,M,0,1003.86537,Broker,B,Condo,11,medium,white,31,2013,50034,0,552
17,0,1,2,M,1,982.0282528,Broker,C,House,11,high,red,63,2013,80011,0,553
1,0,7,2,M,0,1020.7503,Online,B,Condo,21,medium,red,21,2013,15001,1,554
8,0,3,11,M,1,950.0261833,Broker,B,House,16,high,white,43,2013,85020,0,555
13,0,2,0,M,1,928.0746775,Broker,A,House,15,low,red,65,2013,85014,0,556
23,1,1,0,F,1,857.1909886,Phone,A,House,11,medium,yellow,56,2013,85068,0,557
17,0,3,2,M,1,969.9958282,Phone,A,House,14,high,white,45,2013,50008,0,558
12,0,4,3,F,1,948.7157359,Broker,C,House,7,high,red,50,2013,98011,0,559
12,1,2,5,M,1,902.9498948,Phone,C,Tenant,10,high,blue,49,2013,50001,1,560
18,0,1,1,F,1,1023.841603,Broker,C,Tenant,14,high,blue,50,2013,80015,0,561
14,1,1,2,M,0,866.5842733,Broker,B,Condo,37.53063386,high,white,40,2013,50052,0,562
20,0,3,1,F,0,930.9879599,Broker,B,Condo,10,medium,blue,40,2013,50020,1,563
10,1,4,2,F,1,1033.103142,Online,C,House,18,medium,white,66,2013,50054,1,564
6,0,1,1,M,1,998.5385503,Broker,B,Condo,20.12765007,high,red,34,2013,15052,0,565
17,0,1,3,M,1,830.6542911,Broker,A,Condo,17,high,blue,60,2013,85063,0,566
3,0,6,1,F,1,1063.511825,Phone,C,Condo,13,medium,red,26,2013,50025,0,567
15,0,6,5,M,1,894.3509307,Phone,A,House,11,high,white,46,2013,50054,0,568
11,0,1,3,M,1,948.416271,Broker,C,House,14,high,white,47,2013,85077,0,569
16,0,3,0,M,0,964.7350115,Broker,C,House,17,high,white,44,2013,98014,0,570
8,1,1,4,M,1,985.6750571,Broker,C,Condo,13,medium,red,29,2013,80022,0,571
18,1,2,0,M,0,957.6846383,Broker,B,Condo,20,high,yellow,45,2013,50025,0,572
3,0,1,0,F,0,966.6609569,Broker,A,House,15,medium,red,34,2013,15009,0,573
21,0,2,2,F,1,949.6576811,Broker,C,House,21,high,blue,45,2013,50027,0,574
6,0,2,0,F,1,869.8909757,Online,A,House,10,low,white,24,2013,15001,0,575
10,0,2,3,M,1,812.6099603,Broker,A,Condo,7,high,white,45,2013,50039,0,576
12,0,1,0,M,0,921.6920119,Phone,A,House,16,high,red,44,2013,98004,0,577
12,0,1,1,F,0,893.681473,Broker,A,Condo,11,high,white,57,2013,80012,0,578
20,1,2,1,F,1,833.4608338,Phone,B,House,14,high,white,49,2013,80017,1,579
14,0,5,0,M,1,845.5516335,Phone,B,House,13,medium,blue,51,2013,85051,1,580
9,0,1,0,F,0,879.1960126,Phone,B,House,18,high,white,37,2013,50047,0,581
19,0,1,1,M,1,815.2881906,Broker,A,House,14,medium,yellow,70,2013,80003,0,582
10,0,1,4,F,1,965.9896077,Broker,C,Condo,26,low,yellow,58,2013,15001,0,583
8,0,3,1,F,1,859.6798512,Phone,B,House,15,low,white,26,2013,98004,1,584
12,0,2,3,M,1,905.7069593,Broker,A,House,18,high,white,40,2013,15057,0,585
20,0,3,3,F,1,948.3433295,Broker,C,Tenant,14,low,white,44,2013,98031,0,586
18,0,2,8,M,1,1011.906265,Broker,B,House,9,high,yellow,60,2013,85073,1,587
4,1,2,2,F,1,913.9552667,Broker,B,House,12,high,blue,31,2013,15020,0,588
7,0,5,0,F,0,846.2924823,Phone,B,Condo,20,high,red,32,2013,50025,1,589
3,1,3,1,M,1,862.5012362,Online,A,House,7,high,white,24,2013,80109,0,590
17,0,1,1,M,1,870.0940188,Broker,C,House,13,high,blue,37,2013,20144,0,591
4,0,2,0,F,0,927.7227081,Broker,C,Tenant,14,medium,red,34,2013,20148,0,592
13,1,1,10,F,1,912.5598854,Broker,C,Tenant,14,low,white,46,2013,80012,0,593
21,0,1,1,F,1,1019.507201,Broker,B,House,20,high,white,46,2013,50033,0,594
17,0,6,0,F,1,952.6789118,Broker,C,Tenant,15,high,blue,46,2013,20163,1,595
21,0,1,0,F,1,789.6087802,Phone,C,House,10,high,white,60,2013,80011,1,596
4,0,2,0,F,0,809.2106594,Broker,C,House,13,high,red,22,2013,50014,0,597
11,1,3,0,F,0,873.0813487,Online,C,House,20,high,blue,40,2013,50040,0,598
23,0,2,1,M,1,883.8987575,Broker,C,House,14,high,white,55,2013,15053,0,599
12,1,1,3,F,1,875.4635097,Broker,A,House,15,medium,red,76,2013,15044,1,600
15,0,1,0,M,1,941.8016714,Phone,B,Tenant,17,high,yellow,45,2013,50043,0,601
9,0,1,1,F,1,1019.56937,Broker,A,House,15,medium,blue,38,2013,80002,-1,602
5,0,2,0,F,1,990.3798422,Broker,C,Tenant,20.11092992,low,white,35,2013,80011,0,603
15,0,5,2,F,1,698.1062928,Broker,B,Tenant,11,high,blue,43,2013,15001,0,604
13,0,1,0,M,0,839.820441,Phone,C,House,16,high,red,41,2013,85080,0,605
3,0,2,1,M,0,841.2847635,Broker,A,House,24,medium,white,30,2013,50025,0,606
16,0,1,1,F,1,913.5783156,Phone,A,House,20,high,white,69,2013,85078,0,607
